C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,04/12/2019,06:00:00,REGULAR,0003814070,0006546073                                          
A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,04/12/2019,10:00:00,REGULAR,0003814124,0006547339                                          
A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,04/12/2019,14:00:00,REGULAR,0003814303,0006548023                                          
A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,04/12/2019,18:00:00,REGULAR,0003815012,0006548634                                          
A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,04/12/2019,22:00:00,REGULAR,0003815534,0006548862                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/06/2019,02:00:00,REGULAR,0004971395,0003071477                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/06/2019,06:00:00,REGULAR,0004971399,0003071478                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/06/2019,10:00:00,REGULAR,0004971423,0003071577                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/06/2019,14:00:00,REGULAR,0004971544,0003071752                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/06/2019,18:00:00,REGULAR,0004971899,0003071987                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/06/2019,22:00:00,REGULAR,0004972206,0003072042                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/07/2019,02:00:00,REGULAR,0004972287,0003072061                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/07/2019,06:00:00,REGULAR,0004972294,0003072062                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/07/2019,10:00:00,REGULAR,0004972316,0003072142                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/07/2019,14:00:00,REGULAR,0004972402,0003072308                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/07/2019,18:00:00,REGULAR,0004972670,0003072447                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/07/2019,22:00:00,REGULAR,0004972837,0003072494                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/08/2019,02:00:00,REGULAR,0004972887,0003072505                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/08/2019,06:00:00,REGULAR,0004972891,0003072507                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/08/2019,10:00:00,REGULAR,0004972949,0003072862                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/08/2019,14:00:00,REGULAR,0004973150,0003073049                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/08/2019,18:00:00,REGULAR,0004973830,0003073243                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/08/2019,22:00:00,REGULAR,0004974357,0003073328                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/09/2019,02:00:00,REGULAR,0004974440,0003073336                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/09/2019,06:00:00,REGULAR,0004974442,0003073342                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/09/2019,10:00:00,REGULAR,0004974501,0003073762                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/09/2019,14:00:00,REGULAR,0004974715,0003073967                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/09/2019,18:00:00,REGULAR,0004975412,0003074145                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/09/2019,22:00:00,REGULAR,0004975963,0003074245                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/10/2019,02:00:00,REGULAR,0004976065,0003074266                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/10/2019,06:00:00,REGULAR,0004976068,0003074269                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/10/2019,10:00:00,REGULAR,0004976132,0003074616                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/10/2019,14:00:00,REGULAR,0004976329,0003074838                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/10/2019,18:00:00,REGULAR,0004977068,0003075016                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/10/2019,22:00:00,REGULAR,0004977655,0003075097                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/11/2019,02:00:00,REGULAR,0004977743,0003075115                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/11/2019,06:00:00,REGULAR,0004977745,0003075117                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/11/2019,10:00:00,REGULAR,0004977802,0003075465                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/11/2019,14:00:00,REGULAR,0004978010,0003075668                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/11/2019,18:00:00,REGULAR,0004978725,0003075858                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/11/2019,22:00:00,REGULAR,0004979243,0003075956                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/12/2019,02:00:00,REGULAR,0004979366,0003075977                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/12/2019,06:00:00,REGULAR,0004979375,0003075980                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/12/2019,10:00:00,REGULAR,0004979434,0003076346                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/12/2019,14:00:00,REGULAR,0004979599,0003076546                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/12/2019,18:00:00,REGULAR,0004980310,0003076741                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,04/12/2019,22:00:00,REGULAR,0004980758,0003076819                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/06/2019,02:00:00,REGULAR,0006105982,0016424523                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/06/2019,06:00:00,REGULAR,0006105983,0016424527                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/06/2019,10:00:00,REGULAR,0006106002,0016424576                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/06/2019,14:00:00,REGULAR,0006106099,0016424669                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/06/2019,18:00:00,REGULAR,0006106419,0016424754                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/06/2019,22:00:00,REGULAR,0006106636,0016424780                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/07/2019,02:00:00,REGULAR,0006106686,0016424785                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/07/2019,06:00:00,REGULAR,0006106690,0016424786                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/07/2019,10:00:00,REGULAR,0006106700,0016424818                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/07/2019,14:00:00,REGULAR,0006106787,0016424891                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/07/2019,18:00:00,REGULAR,0006107023,0016424947                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/07/2019,22:00:00,REGULAR,0006107185,0016424956                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/08/2019,02:00:00,REGULAR,0006107211,0016424963                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/08/2019,06:00:00,REGULAR,0006107215,0016424965                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/08/2019,10:00:00,REGULAR,0006107252,0016425179                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/08/2019,14:00:00,REGULAR,0006107408,0016425254                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/08/2019,18:00:00,REGULAR,0006107979,0016425336                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/08/2019,22:00:00,REGULAR,0006108390,0016425367                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/09/2019,02:00:00,REGULAR,0006108461,0016425372                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/09/2019,06:00:00,REGULAR,0006108462,0016425379                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/09/2019,10:00:00,REGULAR,0006108508,0016425623                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/09/2019,14:00:00,REGULAR,0006108687,0016425726                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/09/2019,18:00:00,REGULAR,0006109251,0016425807                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/09/2019,22:00:00,REGULAR,0006109653,0016425840                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/10/2019,02:00:00,REGULAR,0006109720,0016425845                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/10/2019,06:00:00,REGULAR,0006109722,0016425846                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/10/2019,10:00:00,REGULAR,0006109781,0016426097                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/10/2019,14:00:00,REGULAR,0006109940,0016426204                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/10/2019,18:00:00,REGULAR,0006110527,0016426289                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/10/2019,22:00:00,REGULAR,0006110951,0016426320                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/11/2019,02:00:00,REGULAR,0006111017,0016426329                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/11/2019,06:00:00,REGULAR,0006111019,0016426332                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/11/2019,10:00:00,REGULAR,0006111063,0016426565                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/11/2019,14:00:00,REGULAR,0006111204,0016426657                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/11/2019,18:00:00,REGULAR,0006111816,0016426742                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/11/2019,22:00:00,REGULAR,0006112236,0016426785                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/12/2019,02:00:00,REGULAR,0006112312,0016426791                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/12/2019,06:00:00,REGULAR,0006112312,0016426796                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/12/2019,10:00:00,REGULAR,0006112372,0016427030                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/12/2019,14:00:00,REGULAR,0006112535,0016427133                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/12/2019,18:00:00,REGULAR,0006113122,0016427244                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,04/12/2019,22:00:00,REGULAR,0006113458,0016427292                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/06/2019,02:00:00,REGULAR,0002929951,0001062123                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/06/2019,06:00:00,REGULAR,0002929952,0001062125                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/06/2019,10:00:00,REGULAR,0002929966,0001062179                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/06/2019,14:00:00,REGULAR,0002930065,0001062233                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/06/2019,18:00:00,REGULAR,0002930344,0001062292                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/06/2019,22:00:00,REGULAR,0002930545,0001062301                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/07/2019,02:00:00,REGULAR,0002930581,0001062306                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/07/2019,06:00:00,REGULAR,0002930583,0001062309                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/07/2019,10:00:00,REGULAR,0002930594,0001062325                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/07/2019,14:00:00,REGULAR,0002930674,0001062364                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/07/2019,18:00:00,REGULAR,0002930879,0001062405                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/07/2019,22:00:00,REGULAR,0002930983,0001062412                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/08/2019,02:00:00,REGULAR,0002930998,0001062415                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/08/2019,06:00:00,REGULAR,0002931000,0001062419                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/08/2019,10:00:00,REGULAR,0002931028,0001062635                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/08/2019,14:00:00,REGULAR,0002931135,0001062697                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/08/2019,18:00:00,REGULAR,0002931622,0001062749                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/08/2019,22:00:00,REGULAR,0002931932,0001062764                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/09/2019,02:00:00,REGULAR,0002931974,0001062765                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/09/2019,06:00:00,REGULAR,0002931976,0001062767                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/09/2019,10:00:00,REGULAR,0002932012,0001062951                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/09/2019,14:00:00,REGULAR,0002932123,0001063029                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/09/2019,18:00:00,REGULAR,0002932595,0001063087                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/09/2019,22:00:00,REGULAR,0002932938,0001063110                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/10/2019,02:00:00,REGULAR,0002933005,0001063111                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/10/2019,06:00:00,REGULAR,0002933006,0001063117                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/10/2019,10:00:00,REGULAR,0002933046,0001063309                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/10/2019,14:00:00,REGULAR,0002933152,0001063386                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/10/2019,18:00:00,REGULAR,0002933658,0001063437                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/10/2019,22:00:00,REGULAR,0002933990,0001063455                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/11/2019,02:00:00,REGULAR,0002934048,0001063458                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/11/2019,06:00:00,REGULAR,0002934050,0001063461                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/11/2019,10:00:00,REGULAR,0002934084,0001063638                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/11/2019,14:00:00,REGULAR,0002934208,0001063698                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/11/2019,18:00:00,REGULAR,0002934731,0001063764                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/11/2019,22:00:00,REGULAR,0002935032,0001063789                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/12/2019,02:00:00,REGULAR,0002935093,0001063795                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/12/2019,06:00:00,REGULAR,0002935094,0001063799                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/12/2019,10:00:00,REGULAR,0002935127,0001063985                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/12/2019,14:00:00,REGULAR,0002935247,0001064043                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/12/2019,18:00:00,REGULAR,0002935728,0001064108                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,04/12/2019,22:00:00,REGULAR,0002935983,0001064134                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/06/2019,02:00:00,REGULAR,0007612297,0003312553                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/06/2019,06:00:00,REGULAR,0007612300,0003312556                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/06/2019,10:00:00,REGULAR,0007612314,0003312592                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/06/2019,14:00:00,REGULAR,0007612376,0003312627                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/06/2019,18:00:00,REGULAR,0007612665,0003312681                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/06/2019,22:00:00,REGULAR,0007612845,0003312694                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/07/2019,02:00:00,REGULAR,0007612886,0003312695                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/07/2019,06:00:00,REGULAR,0007612890,0003312697                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/07/2019,10:00:00,REGULAR,0007612902,0003312713                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/07/2019,14:00:00,REGULAR,0007612994,0003312748                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/07/2019,18:00:00,REGULAR,0007613184,0003312785                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/07/2019,22:00:00,REGULAR,0007613297,0003312789                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/08/2019,02:00:00,REGULAR,0007613317,0003312792                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/08/2019,06:00:00,REGULAR,0007613323,0003312802                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/08/2019,10:00:00,REGULAR,0007613357,0003313001                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/08/2019,14:00:00,REGULAR,0007613459,0003313051                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/08/2019,18:00:00,REGULAR,0007613888,0003313118                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/08/2019,22:00:00,REGULAR,0007614180,0003313137                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/09/2019,02:00:00,REGULAR,0007614226,0003313139                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/09/2019,06:00:00,REGULAR,0007614231,0003313147                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/09/2019,10:00:00,REGULAR,0007614269,0003313351                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/09/2019,14:00:00,REGULAR,0007614366,0003313399                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/09/2019,18:00:00,REGULAR,0007614784,0003313461                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/09/2019,22:00:00,REGULAR,0007615080,0003313485                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/10/2019,02:00:00,REGULAR,0007615135,0003313489                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/10/2019,06:00:00,REGULAR,0007615142,0003313497                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/10/2019,10:00:00,REGULAR,0007615190,0003313687                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/10/2019,14:00:00,REGULAR,0007615282,0003313750                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/10/2019,18:00:00,REGULAR,0007615742,0003313826                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/10/2019,22:00:00,REGULAR,0007616034,0003313853                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/11/2019,02:00:00,REGULAR,0007616083,0003313859                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/11/2019,06:00:00,REGULAR,0007616088,0003313867                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/11/2019,10:00:00,REGULAR,0007616127,0003314060                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/11/2019,14:00:00,REGULAR,0007616224,0003314131                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/11/2019,18:00:00,REGULAR,0007616702,0003314205                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/11/2019,22:00:00,REGULAR,0007616986,0003314226                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/12/2019,02:00:00,REGULAR,0007617025,0003314230                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/12/2019,06:00:00,REGULAR,0007617029,0003314238                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/12/2019,10:00:00,REGULAR,0007617069,0003314431                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/12/2019,14:00:00,REGULAR,0007617172,0003314492                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/12/2019,18:00:00,REGULAR,0007617668,0003314563                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,04/12/2019,22:00:00,REGULAR,0007617896,0003314578                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/06/2019,02:00:00,REGULAR,0009068817,0003965919                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/06/2019,06:00:00,REGULAR,0009068817,0003965920                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/06/2019,10:00:00,REGULAR,0009068829,0003965955                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/06/2019,14:00:00,REGULAR,0009068944,0003966012                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/06/2019,18:00:00,REGULAR,0009069336,0003966118                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/06/2019,22:00:00,REGULAR,0009069586,0003966140                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/07/2019,02:00:00,REGULAR,0009069621,0003966142                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/07/2019,06:00:00,REGULAR,0009069623,0003966142                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/07/2019,10:00:00,REGULAR,0009069629,0003966158                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/07/2019,14:00:00,REGULAR,0009069757,0003966230                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/07/2019,18:00:00,REGULAR,0009070066,0003966305                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/07/2019,22:00:00,REGULAR,0009070209,0003966313                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/08/2019,02:00:00,REGULAR,0009070237,0003966313                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/08/2019,06:00:00,REGULAR,0009070241,0003966315                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/08/2019,10:00:00,REGULAR,0009070302,0003966537                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/08/2019,14:00:00,REGULAR,0009070439,0003966608                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/08/2019,18:00:00,REGULAR,0009071062,0003966722                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/08/2019,22:00:00,REGULAR,0009071449,0003966748                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/09/2019,02:00:00,REGULAR,0009071471,0003966751                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/09/2019,06:00:00,REGULAR,0009071471,0003966752                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/09/2019,10:00:00,REGULAR,0009071535,0003967015                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/09/2019,14:00:00,REGULAR,0009071657,0003967082                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/09/2019,18:00:00,REGULAR,0009072332,0003967201                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/09/2019,22:00:00,REGULAR,0009072699,0003967224                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/10/2019,02:00:00,REGULAR,0009072732,0003967227                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/10/2019,06:00:00,REGULAR,0009072732,0003967233                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/10/2019,10:00:00,REGULAR,0009072787,0003967449                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/10/2019,14:00:00,REGULAR,0009072950,0003967519                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/10/2019,18:00:00,REGULAR,0009073636,0003967607                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/10/2019,22:00:00,REGULAR,0009074005,0003967627                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/11/2019,02:00:00,REGULAR,0009074040,0003967630                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/11/2019,06:00:00,REGULAR,0009074040,0003967633                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/11/2019,10:00:00,REGULAR,0009074101,0003967871                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/11/2019,14:00:00,REGULAR,0009074267,0003967968                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/11/2019,18:00:00,REGULAR,0009074915,0003968076                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/11/2019,22:00:00,REGULAR,0009075328,0003968111                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/12/2019,02:00:00,REGULAR,0009075364,0003968116                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/12/2019,06:00:00,REGULAR,0009075367,0003968119                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/12/2019,10:00:00,REGULAR,0009075427,0003968330                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/12/2019,14:00:00,REGULAR,0009075550,0003968425                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/12/2019,18:00:00,REGULAR,0009076222,0003968530                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,04/12/2019,22:00:00,REGULAR,0009076525,0003968555                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,04/06/2019,02:00:00,REGULAR,0000112182,0000058988                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,04/06/2019,06:00:00,REGULAR,0000112184,0000058990                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,04/06/2019,10:00:00,REGULAR,0000112210,0000059112                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,04/06/2019,14:00:00,REGULAR,0000112382,0000059252                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,04/06/2019,18:00:00,REGULAR,0000112893,0000059432                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,04/06/2019,22:00:00,REGULAR,0000113198,0000059497                                          
