C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/08/2019,04:00:00,REGULAR,0010826664,0027281831                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/08/2019,08:00:00,REGULAR,0010826819,0027282509                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/08/2019,12:00:00,REGULAR,0010827035,0027285110                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/08/2019,16:00:00,REGULAR,0010827431,0027286508                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/08/2019,20:00:00,REGULAR,0010828418,0027288192                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/09/2019,00:00:00,REGULAR,0010828928,0027288581                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/09/2019,04:00:00,REGULAR,0010829019,0027288617                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/09/2019,08:00:00,REGULAR,0010829163,0027289345                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/09/2019,12:00:00,REGULAR,0010829380,0027291996                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/09/2019,16:00:00,REGULAR,0010829818,0027293155                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/09/2019,20:00:00,REGULAR,0010830833,0027294892                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/10/2019,00:00:00,REGULAR,0010831318,0027295323                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/10/2019,04:00:00,REGULAR,0010831405,0027295367                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/10/2019,08:00:00,REGULAR,0010831565,0027296025                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/10/2019,12:00:00,REGULAR,0010831813,0027298735                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/10/2019,16:00:00,REGULAR,0010832244,0027300051                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/10/2019,20:00:00,REGULAR,0010833278,0027301887                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/11/2019,00:00:00,REGULAR,0010833814,0027302441                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/11/2019,04:00:00,REGULAR,0010833893,0027302473                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/11/2019,08:00:00,REGULAR,0010834054,0027303199                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/11/2019,12:00:00,REGULAR,0010834306,0027305809                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/11/2019,16:00:00,REGULAR,0010834734,0027307182                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/11/2019,20:00:00,REGULAR,0010835725,0027308811                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/12/2019,00:00:00,REGULAR,0010836247,0027309325                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/12/2019,04:00:00,REGULAR,0010836325,0027309359                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/12/2019,08:00:00,REGULAR,0010836468,0027310038                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/12/2019,12:00:00,REGULAR,0010836674,0027312679                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/12/2019,16:00:00,REGULAR,0010837099,0027314108                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,04/12/2019,20:00:00,REGULAR,0010838090,0027316010                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/06/2019,00:00:00,REGULAR,0014727474,0030648030                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/06/2019,04:00:00,REGULAR,0014727636,0030648134                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/06/2019,08:00:00,REGULAR,0014727698,0030648374                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/06/2019,12:00:00,REGULAR,0014727877,0030649226                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/06/2019,16:00:00,REGULAR,0014728253,0030650294                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/06/2019,20:00:00,REGULAR,0014728683,0030651330                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/07/2019,04:00:00,REGULAR,0014729323,0030651946                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/07/2019,08:00:00,REGULAR,0014729384,0030652105                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/07/2019,12:00:00,REGULAR,0014729552,0030652806                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/07/2019,16:00:00,REGULAR,0014729846,0030653602                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/07/2019,20:00:00,REGULAR,0014730247,0030654371                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/08/2019,00:00:00,REGULAR,0014730635,0030654670                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/08/2019,04:00:00,REGULAR,0014730732,0030654707                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/08/2019,08:00:00,REGULAR,0014730895,0030655318                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/08/2019,12:00:00,REGULAR,0014731201,0030657678                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/08/2019,16:00:00,REGULAR,0014731615,0030658616                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/08/2019,20:00:00,REGULAR,0014732493,0030660956                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/09/2019,00:00:00,REGULAR,0014733109,0030661495                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/09/2019,04:00:00,REGULAR,0014733211,0030661552                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/09/2019,08:00:00,REGULAR,0014733355,0030662232                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/09/2019,12:00:00,REGULAR,0014733696,0030664622                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/09/2019,16:00:00,REGULAR,0014734172,0030665826                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/09/2019,20:00:00,REGULAR,0014735082,0030668148                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/10/2019,00:00:00,REGULAR,0014735457,0030668611                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/10/2019,04:00:00,REGULAR,0014735551,0030668677                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/10/2019,08:00:00,REGULAR,0014735672,0030669414                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/10/2019,12:00:00,REGULAR,0014735981,0030671754                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/10/2019,16:00:00,REGULAR,0014736499,0030672892                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/10/2019,20:00:00,REGULAR,0014737333,0030675292                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/11/2019,00:00:00,REGULAR,0014737956,0030675885                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/11/2019,04:00:00,REGULAR,0014738058,0030675949                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/11/2019,08:00:00,REGULAR,0014738207,0030676641                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/11/2019,12:00:00,REGULAR,0014738479,0030679033                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/11/2019,16:00:00,REGULAR,0014738926,0030680294                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/11/2019,20:00:00,REGULAR,0014739765,0030682662                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/12/2019,00:00:00,REGULAR,0014740264,0030683236                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/12/2019,04:00:00,REGULAR,0014740369,0030683307                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/12/2019,08:00:00,REGULAR,0014740493,0030683955                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/12/2019,12:00:00,REGULAR,0014740805,0030686208                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/12/2019,16:00:00,REGULAR,0014741301,0030687373                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,04/12/2019,20:00:00,REGULAR,0014742138,0030689733                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/06/2019,00:00:00,REGULAR,0084994270,0001079315                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/06/2019,04:00:00,REGULAR,0084994302,0001079343                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/06/2019,08:00:00,REGULAR,0084994318,0001079381                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/06/2019,12:00:00,REGULAR,0084994379,0001079514                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/06/2019,16:00:00,REGULAR,0084994462,0001079693                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/06/2019,20:00:00,REGULAR,0084994633,0001079999                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/07/2019,04:00:00,REGULAR,0084994807,0001080173                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/07/2019,08:00:00,REGULAR,0084994821,0001080199                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/07/2019,12:00:00,REGULAR,0084994853,0001080343                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/07/2019,16:00:00,REGULAR,0084994931,0001080495                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/07/2019,20:00:00,REGULAR,0084995081,0001080696                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/08/2019,00:00:00,REGULAR,0084995195,0001080760                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/08/2019,04:00:00,REGULAR,0084995207,0001080770                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/08/2019,08:00:00,REGULAR,0084995230,0001080852                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/08/2019,12:00:00,REGULAR,0084995349,0001081140                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/08/2019,16:00:00,REGULAR,0084995441,0001081306                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/08/2019,20:00:00,REGULAR,0084995637,0001081482                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/09/2019,00:00:00,REGULAR,0084995793,0001081590                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/09/2019,04:00:00,REGULAR,0084995813,0001081601                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/09/2019,08:00:00,REGULAR,0084995835,0001081691                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/09/2019,12:00:00,REGULAR,0084995932,0001082020                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/09/2019,16:00:00,REGULAR,0084996068,0001082215                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/09/2019,20:00:00,REGULAR,0084996512,0001082446                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/10/2019,00:00:00,REGULAR,0084996667,0001082544                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/10/2019,04:00:00,REGULAR,0084996696,0001082548                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/10/2019,08:00:00,REGULAR,0084996715,0001082656                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/10/2019,12:00:00,REGULAR,0084996809,0001082920                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/10/2019,16:00:00,REGULAR,0084996948,0001083141                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/10/2019,20:00:00,REGULAR,0084997403,0001083388                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/11/2019,00:00:00,REGULAR,0084997587,0001083471                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/11/2019,04:00:00,REGULAR,0084997617,0001083478                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/11/2019,08:00:00,REGULAR,0084997636,0001083571                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/11/2019,12:00:00,REGULAR,0084997747,0001083847                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/11/2019,16:00:00,REGULAR,0084997881,0001084033                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/11/2019,20:00:00,REGULAR,0084998361,0001084270                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/12/2019,00:00:00,REGULAR,0084998520,0001084371                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/12/2019,04:00:00,REGULAR,0084998547,0001084377                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/12/2019,08:00:00,REGULAR,0084998566,0001084479                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/12/2019,12:00:00,REGULAR,0084998686,0001084724                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/12/2019,16:00:00,REGULAR,0084998838,0001084908                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,04/12/2019,20:00:00,REGULAR,0084999274,0001085203                                 
A027,R082,01-00-00,28 ST,NRW,BMT,04/06/2019,00:00:00,REGULAR,0003414582,0004087045                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/06/2019,04:00:00,REGULAR,0003414616,0004087074                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/06/2019,08:00:00,REGULAR,0003414629,0004087139                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/06/2019,12:00:00,REGULAR,0003414726,0004087468                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/06/2019,16:00:00,REGULAR,0003414947,0004087884                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/06/2019,20:00:00,REGULAR,0003415231,0004088285                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/07/2019,00:00:00,REGULAR,0003415364,0004088472                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/07/2019,04:00:00,REGULAR,0003415399,0004088522                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/07/2019,08:00:00,REGULAR,0003415407,0004088580                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/07/2019,12:00:00,REGULAR,0003415452,0004088865                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/07/2019,16:00:00,REGULAR,0003415614,0004089133                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/07/2019,20:00:00,REGULAR,0003415790,0004089379                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/08/2019,00:00:00,REGULAR,0003415892,0004089471                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/08/2019,04:00:00,REGULAR,0003415906,0004089482                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/08/2019,08:00:00,REGULAR,0003415951,0004089661                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/08/2019,12:00:00,REGULAR,0003416189,0004090344                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/08/2019,16:00:00,REGULAR,0003416536,0004090730                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/08/2019,20:00:00,REGULAR,0003417313,0004091207                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/09/2019,00:00:00,REGULAR,0003417444,0004091294                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/09/2019,04:00:00,REGULAR,0003417463,0004091310                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/09/2019,12:00:00,REGULAR,0003417760,0004092178                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/09/2019,16:00:00,REGULAR,0003418145,0004092590                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/09/2019,20:00:00,REGULAR,0003418985,0004093062                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/10/2019,00:00:00,REGULAR,0003419217,0004093162                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/10/2019,04:00:00,REGULAR,0003419239,0004093185                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/10/2019,08:00:00,REGULAR,0003419286,0004093347                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/10/2019,12:00:00,REGULAR,0003419524,0004094075                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/10/2019,16:00:00,REGULAR,0003419882,0004094436                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/10/2019,20:00:00,REGULAR,0003420781,0004094907                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/11/2019,00:00:00,REGULAR,0003421043,0004095005                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/11/2019,04:00:00,REGULAR,0003421074,0004095014                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/11/2019,08:00:00,REGULAR,0003421105,0004095181                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/11/2019,12:00:00,REGULAR,0003421378,0004095863                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/11/2019,16:00:00,REGULAR,0003421716,0004096266                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/11/2019,20:00:00,REGULAR,0003422499,0004096738                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/12/2019,00:00:00,REGULAR,0003422725,0004096891                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/12/2019,04:00:00,REGULAR,0003422756,0004096920                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/12/2019,08:00:00,REGULAR,0003422795,0004097131                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/12/2019,12:00:00,REGULAR,0003423007,0004097855                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/12/2019,16:00:00,REGULAR,0003423377,0004098260                                                
A027,R082,01-00-00,28 ST,NRW,BMT,04/12/2019,20:00:00,REGULAR,0003424122,0004098758                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/06/2019,00:00:00,REGULAR,0000049554,0000023918                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/06/2019,04:00:00,REGULAR,0000049554,0000023927                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/06/2019,08:00:00,REGULAR,0000049554,0000023951                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/06/2019,12:00:00,REGULAR,0000049643,0000024069                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/06/2019,16:00:00,REGULAR,0000049891,0000024257                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/06/2019,20:00:00,REGULAR,0000050222,0000024412                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/07/2019,00:00:00,REGULAR,0000050418,0000024484                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/07/2019,04:00:00,REGULAR,0000050470,0000024505                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/07/2019,08:00:00,REGULAR,0000050485,0000024521                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/07/2019,12:00:00,REGULAR,0000050576,0000024607                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/07/2019,16:00:00,REGULAR,0000050749,0000024721                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/07/2019,20:00:00,REGULAR,0000050973,0000024812                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/08/2019,00:00:00,REGULAR,0000051115,0000024855                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/08/2019,04:00:00,REGULAR,0000051135,0000024855                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/08/2019,08:00:00,REGULAR,0000051186,0000024919                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/08/2019,12:00:00,REGULAR,0000051476,0000025265                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/08/2019,16:00:00,REGULAR,0000051874,0000025438                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/08/2019,20:00:00,REGULAR,0000052691,0000025621                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/09/2019,00:00:00,REGULAR,0000052938,0000025680                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/09/2019,04:00:00,REGULAR,0000052971,0000025686                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/09/2019,08:00:00,REGULAR,0000053014,0000025764                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/09/2019,12:00:00,REGULAR,0000053267,0000026170                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/09/2019,16:00:00,REGULAR,0000053648,0000026375                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/09/2019,20:00:00,REGULAR,0000054597,0000026575                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/10/2019,00:00:00,REGULAR,0000054867,0000026609                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/10/2019,04:00:00,REGULAR,0000054901,0000026620                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/10/2019,08:00:00,REGULAR,0000054950,0000026684                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/10/2019,12:00:00,REGULAR,0000055223,0000027069                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/10/2019,16:00:00,REGULAR,0000055615,0000027258                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/10/2019,20:00:00,REGULAR,0000056539,0000027494                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/11/2019,00:00:00,REGULAR,0000056841,0000027546                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/11/2019,04:00:00,REGULAR,0000056889,0000027558                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/11/2019,08:00:00,REGULAR,0000056935,0000027614                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/11/2019,12:00:00,REGULAR,0000057258,0000028024                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/11/2019,16:00:00,REGULAR,0000057688,0000028201                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/11/2019,20:00:00,REGULAR,0000058564,0000028455                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/12/2019,00:00:00,REGULAR,0000058849,0000028515                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/12/2019,04:00:00,REGULAR,0000058882,0000028534                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/12/2019,08:00:00,REGULAR,0000058933,0000028592                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/12/2019,12:00:00,REGULAR,0000059209,0000028964                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/12/2019,16:00:00,REGULAR,0000059627,0000029199                                                
A027,R082,01-03-00,28 ST,NRW,BMT,04/12/2019,20:00:00,REGULAR,0000060437,0000029413                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/06/2019,00:00:00,REGULAR,0002026450,0001068683                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/06/2019,04:00:00,REGULAR,0002026557,0001068700                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/06/2019,08:00:00,REGULAR,0002026584,0001068719                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/06/2019,12:00:00,REGULAR,0002026710,0001068802                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/06/2019,16:00:00,REGULAR,0002026926,0001068936                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/06/2019,20:00:00,REGULAR,0002027218,0001069094                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/07/2019,00:00:00,REGULAR,0002027401,0001069164                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/07/2019,04:00:00,REGULAR,0002027469,0001069182                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/07/2019,08:00:00,REGULAR,0002027484,0001069199                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/07/2019,12:00:00,REGULAR,0002027570,0001069253                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/07/2019,16:00:00,REGULAR,0002027757,0001069357                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/07/2019,20:00:00,REGULAR,0002027967,0001069429                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/08/2019,00:00:00,REGULAR,0002028060,0001069449                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/08/2019,04:00:00,REGULAR,0002028082,0001069452                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/08/2019,08:00:00,REGULAR,0002028117,0001069489                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/08/2019,12:00:00,REGULAR,0002028358,0001069769                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/08/2019,16:00:00,REGULAR,0002028661,0001069946                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/08/2019,20:00:00,REGULAR,0002029392,0001070132                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/09/2019,00:00:00,REGULAR,0002029676,0001070165                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/09/2019,04:00:00,REGULAR,0002029716,0001070167                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/09/2019,08:00:00,REGULAR,0002029767,0001070213                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/09/2019,12:00:00,REGULAR,0002029953,0001070571                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/09/2019,16:00:00,REGULAR,0002030209,0001070749                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/09/2019,20:00:00,REGULAR,0002030950,0001071024                                                
A027,R082,01-03-01,28 ST,NRW,BMT,04/10/2019,00:00:00,REGULAR,0002031171,0001071070                                                
